7.3873	329.142
7.12852	327.677
7.0627	327.708
6.89512	325.792
6.79199	326.34
6.97246	331.018
6.88359	329.608
6.79199	328.122
6.68887	325.281
6.68887	327.501
6.72754	326.335
6.84492	326.755
6.90801	325.871
6.97246	326.993
7.1916	336.477
7.30996	336.914
7.44023	343.311
7.34863	340.755
7.23262	338.281
7.17871	345.808
6.93379	331.92
7.03828	332.756
7.07559	330.363
7.30996	330.918
7.33574	332.708
7.51855	333.84
7.6125	333.362
7.37676	329.466
7.4541	332.054
7.30996	329.508
7.21738	330.396
7.24453	332.679
7.24316	335.301
7.21738	335.108
7.25605	334.386
7.32051	333.646
7.25742	331.138
7.25605	332.809
7.21738	332.196
7.14004	329.636
7.11426	331.259
7.11562	330.714
6.95957	329.112
6.83066	329.189
6.83066	330.079
6.80488	331.467
6.80859	331.815
6.93613	331.601
8.45723	404.039
6.72988	321.945
8.37988	398.555
6.72891	320.897
6.81777	320.846
6.9748	320.575
7.01348	320.962
7.10371	321.33
7.05352	318.425
6.93379	320.149
6.90801	319.386
6.89512	320.294
6.88223	320.215
7.06406	324.096
7.12715	324.218
7.12715	324.634
7.16582	325.696
7.21738	327.749
7.21875	328.719
7.24316	327.908
7.17871	325.397
7.24551	322.902
7.21973	323.102
7.24687	322.91
7.30996	324.686
7.16582	322.678
7.32051	328.257
7.30762	328.483
7.32422	327.054
7.36152	328.107
7.53145	328.918
7.33809	323.421
7.23262	323.01
7.10508	321.773
7.10371	324.244
7.30996	329.457
7.29707	329.242
7.30996	329.744
7.16719	331.961
7.12949	331.18
7.00059	332.152
6.94902	333.708
7.00059	336.446
6.84492	333.49
7.12715	338.082
7.25605	339.358
7.28184	337.59
6.89512	320.868
6.93516	324.658
6.86934	320.795
6.88223	321.293
7.10137	327.367
7.15293	326.303
7.32188	331.833
7.43652	334.398
7.42363	334.626
7.42363	338.251
7.4623	341.128
7.50234	345.454
7.78691	350.349
9.42402	425.5
9.48848	424.73
9.42402	422.796
9.54004	428.219
9.21543	415.971
9.15098	412.182
9.08652	409.465
9.2541	413.845
9.15098	409.529
9.13809	409.917
9.07363	409.053
9.02207	408.978
8.82871	407.411
8.74082	408.041
8.68926	408.16
8.68926	409.303
8.68926	409.972
8.74082	412.899
6.85781	323.487
6.74043	315.153
8.44199	392.702
6.72754	311.518
6.7791	316.687
8.49356	396.938
6.81777	323.632
6.71465	320.567
6.84355	325.393
6.83066	324.332
7.02539	330.95
7.0627	330.178
7.01113	324.835
6.94668	322.829
6.9209	319.164
6.96094	319.525
7.14004	324.119
7.29473	328.239
7.24316	330.08
7.28184	329.032
7.27031	328.59
7.1916	324.128
7.28184	321.397
7.24316	319.017
7.17871	315.811
7.41445	321.619
7.4002	323.81
7.30996	322.04
7.27129	323.228
7.11426	324.327
7.16719	325.586
7.26895	329.271
7.3334	328.868
7.29473	326.37
7.1916	325.965
7.18008	328.498
7.10137	328.085
6.99824	323.439
7.02402	324.697
7.02402	325.776
6.92227	328.593
7.02402	333.187
7.15293	335.405
7.19395	332.656
7.2584	327.118
7.08164	324.023
7.28887	322.629
7.15762	321.344
7.28652	326.514
7.29941	325.731
6.98672	325.127
6.97246	325.884
6.89512	323.871
6.95957	325.343
7.08848	326.402
7.07695	325.323
7.10137	323.387
7.23027	326.558
7.21738	329.788
7.3334	332.141
7.25742	333.324
7.21738	331.36
7.32051	332.653
7.50332	334.537
7.54199	332.478
7.59492	331.653
7.45176	318.772
7.21738	311.877
7.1916	310.591
7.25605	310.998
7.21875	311.326
7.35918	318.952
7.43652	324.622
7.43652	327.152
7.4623	330.341
7.38633	327.671
7.41074	327.189
7.39785	326.266
7.37207	326.129
7.3334	324.473
7.29609	324.566
7.32051	325.263
7.29473	324.418
7.25605	324.036
7.4002	324.034
7.33711	323.384
7.50332	327.22
7.54199	327.022
7.44941	325.865
7.38496	324.867
9.02207	399.001
9.00918	400.503
9.02207	401.978
9.03496	402.921
9.18965	411.042
9.20254	411.423
9.21777	407.486
9.1791	406.225
7.34863	326.058
7.41309	327.266
7.24453	325.941
7.30762	327.586
7.43652	331.75
7.35918	329.613
7.35918	329.246
9.1123	408.428
9.08652	408.989
9.1791	407.566
7.43887	328.401
7.58301	329.734
7.61016	329.294
7.59355	332.027
7.58301	328.64
7.42598	327.641
7.14238	317.352
6.88594	305.164
8.59902	378.863
6.90801	302.764
6.81777	294.532
6.85645	297.194
6.93516	302.362
6.99824	303.469
7.01113	305.412
7.08848	307.797
7.0627	305.795
6.83203	294.886
6.81777	292.547
6.90801	296.065
6.86934	296.163
6.80488	294.964
6.80625	294.69
6.7791	293.163
6.85645	295.634
6.94668	299.068
6.98535	301.026
7.05117	305.217
7.11426	307.577
7.01113	305.368
6.94668	305.584
6.83066	301.307
6.76758	300.099
6.86934	303.368
6.93379	304.459
7.03691	309.292
7.16582	314.865
7.23398	314.737
7.28418	316.607
7.28418	318.675
7.24551	317.252
7.11426	315.662
7.0125	311.933
6.98535	309.68
7.01113	310.731
7.02402	311.022
7.11426	314.407
7.16719	317.357
7.12715	316.716
7.16582	318.852
7.08848	316.731
7.10137	316.553
7.18242	315.833
7.46465	325.301
7.90293	342.663
8.10918	354.474
8.23574	367.221
7.32188	325.108
7.23027	324.122
7.4623	333.173
7.29473	324.461
9.21543	411.727
9.91152	447.528
9.9373	447.77
9.97598	448.984
7.95215	356.293
9.91152	445.399
9.92676	442.489
9.90098	441.631
9.83652	438.961
9.81074	439.797
9.74629	436.146
7.68281	349.288
7.7459	351.355
9.76973	441.956
9.79551	441.104
9.76973	440.624
7.81172	351.934
7.75879	349.26
7.66855	346.581
7.78457	352.353
7.72012	350.53
7.74727	353.116
7.84902	356.407
7.99316	356.803
7.96738	353.306
9.81074	436.468
7.73672	344.341
9.52715	426.94
7.56543	343.462
7.53965	344.33
9.42168	429.321
7.55391	342.391
7.59121	343.056
7.79746	352.8
7.75879	349.933
7.61699	343.453
7.72148	349.422
7.73301	346.789
7.8877	354.494
7.84902	353.382
7.69434	345.662
7.65703	347.025
7.50098	337.489
7.64277	342.019
8.13496	358.479
8.22519	358.918
8.18789	359.082
8.07051	353.066
7.70723	341.181
7.61699	338.669
9.51191	423.166
7.68281	342.179
7.62988	343.489
7.79746	352.317
7.70723	350.399
7.65566	348.709
7.59258	344.459
7.52676	338.72
8.17109	367.79
6.30195	282.053
6.30195	282.053
6.30195	282.053
0.73457	33.1645
0.73457	33.1645
0.73457	33.1645
